chr,strand,coordinate,region,region_start,region_end,gene
Chr12,-,27485158,CDS,27484930,27485927,LOC_Os12g44330
Chr12,+,27491555,3UTR,27491094,27491890,LOC_Os12g44340
Chr12,+,27491983,5UTR,27491864,27492021,LOC_Os12g44350
Chr12,-,27495774,intron,27494923,27495988,LOC_Os12g44360
Chr12,+,27513804,3UTR,27513690,27514121,LOC_Os12g44370
Chr12,-,27513775,3UTR,27513639,27514410,LOC_Os12g44380
Chr12,-,27513966,3UTR,27513639,27514410,LOC_Os12g44380
Chr12,-,27514141,3UTR,27513639,27514410,LOC_Os12g44380
Chr12,-,27525181,3UTR,27524680,27525344,LOC_Os12g44390
Chr12,-,27525288,3UTR,27524680,27525344,LOC_Os12g44390
Chr12,-,27527117,intron,27526022,27527326,LOC_Os12g44390
Chr2,-,3633,3UTR,3214,3863,LOC_Os02g01010
Chr2,-,9227,3UTR,8939,9541,LOC_Os02g01020
Chr2,-,9296,3UTR,8939,9541,LOC_Os02g01020
Chr2,+,15636,CDS,15578,15694,LOC_Os02g01030
Chr2,+,18441,3UTR,18225,18898,LOC_Os02g01030
Chr2,+,18599,3UTR,18225,18898,LOC_Os02g01030
Chr2,+,33927,3UTR,33753,34267,LOC_Os02g01060
Chr2,+,37078,intron,37060,38576,LOC_Os02g01070
Chr2,+,37534,intron,37060,38576,LOC_Os02g01070
Chr2,+,37641,intron,37060,38576,LOC_Os02g01070
Chr2,+,39322,intron,39108,39884,LOC_Os02g01070
Chr2,+,40963,3UTR,40809,41400,LOC_Os02g01070
Chr2,-,42240,3UTR,41930,42751,LOC_Os02g01080
Chr2,-,42346,3UTR,41930,42751,LOC_Os02g01080
Chr2,-,50307,3UTR,49957,50575,LOC_Os02g01100
Chr2,+,64709,3UTR,64323,65026,LOC_Os02g01110
Chr2,+,79545,3UTR,79418,79879,LOC_Os02g01140
Chr2,-,78482,3UTR,78183,80143,LOC_Os02g01150
Chr2,-,79728,3UTR,78183,80143,LOC_Os02g01150
Chr2,-,86700,3UTR,86164,86976,LOC_Os02g01170
Chr2,-,98005,3UTR,97698,98310,LOC_Os02g01180
Chr2,-,98124,3UTR,97698,98310,LOC_Os02g01180
Chr2,+,112362,3UTR,112214,112658,LOC_Os02g01190
Chr2,-,112631,3UTR,112128,112765,LOC_Os02g01200
Chr2,+,121683,3UTR,121530,122007,LOC_Os02g01210
Chr2,+,127116,3UTR,126909,127937,LOC_Os02g01220
Chr2,-,127164,3UTR,126471,127571,LOC_Os02g01230
Chr2,-,127356,3UTR,126471,127571,LOC_Os02g01230
Chr2,+,135133,3UTR,134874,135455,LOC_Os02g01240
Chr2,-,135319,3UTR,135001,135654,LOC_Os02g01250
Chr2,+,152457,3UTR,152215,152881,LOC_Os02g01270
Chr2,+,159204,intron,158771,159567,LOC_Os02g01280
Chr2,+,163594,3UTR,163331,164032,LOC_Os02g01280
Chr2,-,163481,3UTR,163011,163858,LOC_Os02g01290
Chr2,-,163661,3UTR,163011,163858,LOC_Os02g01290
Chr2,-,165492,3UTR,165193,165639,LOC_Os02g01300
Chr2,-,165580,3UTR,165193,165639,LOC_Os02g01300
Chr2,-,168305,3UTR,168141,168683,LOC_Os02g01310
Chr2,-,168441,3UTR,168141,168683,LOC_Os02g01310
Chr2,-,175817,3UTR,175510,176001,LOC_Os02g01326
Chr2,-,180345,3UTR,180020,180600,LOC_Os02g01332
Chr2,-,183660,3UTR,183301,183887,LOC_Os02g01340
Chr2,-,187548,3UTR,187178,187797,LOC_Os02g01350
Chr2,+,207238,3UTR,207222,207808,LOC_Os02g01360
Chr2,+,207454,3UTR,207222,207808,LOC_Os02g01360
Chr2,+,204847,intron,204590,206558,LOC_Os02g01365
Chr2,-,219725,3UTR,219277,220035,LOC_Os02g01380
Chr2,+,265311,3UTR,265161,265791,LOC_Os02g01440
Chr2,+,268840,3UTR,268557,269215,LOC_Os02g01450
Chr2,+,277229,3UTR,277013,277557,LOC_Os02g01480
Chr2,+,286069,3UTR,285796,286443,LOC_Os02g01490
Chr2,+,286434,3UTR,285796,286443,LOC_Os02g01490
Chr2,+,290087,intron,290033,290169,LOC_Os02g01500
Chr2,+,293620,3UTR,293467,294186,LOC_Os02g01500
Chr2,+,293886,3UTR,293467,294186,LOC_Os02g01500
Chr2,+,294069,3UTR,293467,294186,LOC_Os02g01500
Chr2,+,299168,3UTR,298926,299474,LOC_Os02g01510
Chr2,+,302800,3UTR,302482,303123,LOC_Os02g01520
Chr2,+,307813,intron,307553,308669,LOC_Os02g01540
Chr2,-,311536,3UTR,311237,311751,LOC_Os02g01550
Chr2,-,316769,3UTR,316255,316959,LOC_Os02g01560
Chr2,+,346860,3UTR,346520,347496,LOC_Os02g01590
Chr2,+,347097,3UTR,346520,347496,LOC_Os02g01590
Chr2,-,350635,intron,349979,350914,LOC_Os02g01610
Chr2,-,385731,3UTR,385090,385737,LOC_Os02g01700
Chr2,-,386033,intron,385969,386438,LOC_Os02g01700
Chr2,-,386115,intron,385969,386438,LOC_Os02g01700
Chr2,+,395607,3UTR,394366,396103,LOC_Os02g01710
Chr2,+,403412,3UTR,403189,403840,LOC_Os02g01720
Chr2,+,403730,3UTR,403189,403840,LOC_Os02g01720
Chr2,-,404248,3UTR,403945,404463,LOC_Os02g01730
Chr2,+,418388,3UTR,418154,418823,LOC_Os02g01740
Chr2,-,424848,3UTR,424809,425623,LOC_Os02g01765
Chr2,-,433203,3UTR,432660,434730,LOC_Os02g01790
Chr2,-,434397,3UTR,432660,434730,LOC_Os02g01790
Chr2,-,434572,3UTR,432660,434730,LOC_Os02g01790
Chr2,-,435900,5UTR,435880,436158,LOC_Os02g01790
Chr2,-,447885,3UTR,447597,448104,LOC_Os02g01810
Chr2,-,458627,3UTR,458296,458986,LOC_Os02g01830
Chr2,-,458780,3UTR,458296,458986,LOC_Os02g01830
Chr2,+,483960,3UTR,483762,484269,LOC_Os02g01870
Chr2,+,487042,intron,484684,487118,LOC_Os02g01880
Chr2,+,488015,3UTR,487863,488510,LOC_Os02g01880
Chr2,+,490616,3UTR,490458,490912,LOC_Os02g01890
Chr2,+,490718,3UTR,490458,490912,LOC_Os02g01890
Chr2,-,496751,3UTR,496288,496935,LOC_Os02g01920
Chr2,-,496830,3UTR,496288,496935,LOC_Os02g01920
Chr2,-,502492,3UTR,502137,502784,LOC_Os02g01930
Chr2,-,508825,3UTR,508729,509376,LOC_Os02g01940
Chr2,-,509106,3UTR,508729,509376,LOC_Os02g01940
Chr2,-,534999,3UTR,534630,535274,LOC_Os02g01960
Chr2,-,535220,3UTR,534630,535274,LOC_Os02g01960
Chr2,+,547401,3UTR,547154,547749,LOC_Os02g01970
Chr2,-,549227,3UTR,548977,549624,LOC_Os02g01990
Chr2,-,549489,3UTR,548977,549624,LOC_Os02g01990
Chr2,-,550921,intron,550745,551035,LOC_Os02g01990
Chr2,+,556252,3UTR,556099,556620,LOC_Os02g02000
Chr2,-,561824,3UTR,561523,562162,LOC_Os02g02020
Chr2,-,561927,3UTR,561523,562162,LOC_Os02g02020
Chr2,-,564828,3UTR,564416,565075,LOC_Os02g02030
Chr2,-,566088,3UTR,565743,566200,LOC_Os02g02040
Chr2,-,573102,3UTR,572800,573637,LOC_Os02g02050
Chr2,-,573416,3UTR,572800,573637,LOC_Os02g02050
Chr2,-,582230,intron,582204,582340,LOC_Os02g02050
Chr2,+,609214,3UTR,608880,609527,LOC_Os02g02070
Chr2,+,609379,3UTR,608880,609527,LOC_Os02g02070
Chr2,+,627554,3UTR,627317,628725,LOC_Os02g02110
Chr2,-,627684,3UTR,627042,627824,LOC_Os02g02120
Chr2,+,634121,intron,633864,635355,LOC_Os02g02130
Chr2,+,635777,3UTR,635609,636256,LOC_Os02g02130
Chr2,+,636097,3UTR,635609,636256,LOC_Os02g02130
Chr2,-,636934,3UTR,636711,637140,LOC_Os02g02140
Chr2,+,649276,3UTR,649083,649606,LOC_Os02g02150
Chr2,-,650284,3UTR,649886,650533,LOC_Os02g02160
Chr2,-,667195,3UTR,666894,667360,LOC_Os02g02190
Chr2,-,679447,3UTR,679145,679596,LOC_Os02g02210
Chr2,-,693889,intron,687301,695240,LOC_Os02g02210
Chr2,+,719649,3UTR,719512,720159,LOC_Os02g02240
Chr2,+,719760,3UTR,719512,720159,LOC_Os02g02240
Chr2,+,733910,3UTR,733358,734346,LOC_Os02g02250
Chr2,+,743353,5UTR,743291,743466,LOC_Os02g02270
Chr2,+,745316,3UTR,745128,745798,LOC_Os02g02270
Chr2,+,747516,intron,747344,748076,LOC_Os02g02275
Chr2,+,748340,3UTR,748175,748822,LOC_Os02g02275
Chr2,-,748729,3UTR,748404,749121,LOC_Os02g02290
Chr2,-,763226,3UTR,762996,763408,LOC_Os02g02310
Chr2,-,763291,3UTR,762996,763408,LOC_Os02g02310
Chr2,-,767276,3UTR,766970,767489,LOC_Os02g02320
Chr2,-,775495,3UTR,775194,775739,LOC_Os02g02340
Chr2,-,780727,3UTR,780342,780983,LOC_Os02g02350
Chr2,-,782622,intron,782180,785497,LOC_Os02g02350
Chr2,-,783054,intron,782180,785497,LOC_Os02g02350
Chr2,-,783618,intron,782180,785497,LOC_Os02g02350
Chr2,+,789189,3UTR,788962,789535,LOC_Os02g02360
Chr2,-,789383,3UTR,788949,789596,LOC_Os02g02370
Chr2,-,794687,3UTR,794418,795065,LOC_Os02g02380
Chr2,-,794825,3UTR,794418,795065,LOC_Os02g02380
Chr2,+,824542,3UTR,824252,824846,LOC_Os02g02390
Chr2,-,825053,3UTR,824550,825368,LOC_Os02g02400
Chr2,-,838742,3UTR,838417,839047,LOC_Os02g02410
Chr2,-,838992,3UTR,838417,839047,LOC_Os02g02410
Chr2,-,853803,3UTR,853467,854107,LOC_Os02g02424
Chr2,-,855574,intron,855316,856890,LOC_Os02g02424
Chr2,-,855971,intron,855316,856890,LOC_Os02g02424
Chr2,-,857541,intron,857403,859763,LOC_Os02g02424
Chr2,-,857633,intron,857403,859763,LOC_Os02g02424
Chr2,+,862817,intron,862735,862822,LOC_Os02g02450
Chr2,+,864880,3UTR,864722,865365,LOC_Os02g02450
Chr2,+,865220,3UTR,864722,865365,LOC_Os02g02450
Chr2,-,866049,3UTR,865707,866335,LOC_Os02g02460
Chr2,+,875778,3UTR,875479,876916,LOC_Os02g02470
Chr2,-,875955,intron,874708,876076,LOC_Os02g02480
Chr2,+,887866,3UTR,887650,888545,LOC_Os02g02490
Chr2,+,887953,3UTR,887650,888545,LOC_Os02g02490
Chr2,+,888066,3UTR,887650,888545,LOC_Os02g02490
Chr2,+,894224,3UTR,894022,894533,LOC_Os02g02500
Chr2,-,894809,3UTR,894356,895018,LOC_Os02g02510
Chr2,+,900371,3UTR,900078,900677,LOC_Os02g02520
Chr2,+,905807,3UTR,905571,906695,LOC_Os02g02524
Chr2,+,911367,3UTR,911058,911964,LOC_Os02g02530
Chr2,+,911637,3UTR,911058,911964,LOC_Os02g02530
Chr2,+,923779,3UTR,923714,924270,LOC_Os02g02540
Chr2,+,923969,3UTR,923714,924270,LOC_Os02g02540
Chr2,+,926315,3UTR,926097,926932,LOC_Os02g02550
Chr2,+,926389,3UTR,926097,926932,LOC_Os02g02550
Chr2,+,926428,3UTR,926097,926932,LOC_Os02g02550
Chr2,-,925827,3UTR,925731,926332,LOC_Os02g02560
Chr2,-,926102,3UTR,925731,926332,LOC_Os02g02560
Chr2,-,930328,3UTR,929952,930460,LOC_Os02g02570
Chr2,-,934532,3UTR,934286,934864,LOC_Os02g02580
Chr2,-,934642,3UTR,934286,934864,LOC_Os02g02580
Chr2,-,938213,3UTR,938014,938529,LOC_Os02g02590
Chr2,-,938313,3UTR,938014,938529,LOC_Os02g02590
Chr2,-,938380,3UTR,938014,938529,LOC_Os02g02590
Chr2,+,954691,3UTR,954490,955028,LOC_Os02g02600
Chr2,+,954932,3UTR,954490,955028,LOC_Os02g02600
Chr2,+,965450,3UTR,965081,965843,LOC_Os02g02620
Chr2,+,988821,intron,988642,989087,LOC_Os02g02670
Chr2,-,1008468,3UTR,1008099,1008674,LOC_Os02g02690
Chr2,+,1016174,3UTR,1016049,1016515,LOC_Os02g02700
Chr2,+,1021999,3UTR,1021592,1022303,LOC_Os02g02710
Chr2,-,1022185,3UTR,1021771,1022386,LOC_Os02g02720
Chr2,-,1024036,intron,1023454,1024189,LOC_Os02g02720
Chr2,+,1034460,3UTR,1034243,1034890,LOC_Os02g02730
Chr2,-,1036834,3UTR,1036557,1037445,LOC_Os02g02740
Chr2,-,1036944,3UTR,1036557,1037445,LOC_Os02g02740
Chr2,-,1037025,3UTR,1036557,1037445,LOC_Os02g02740
Chr2,-,1038398,intron,1037446,1038514,LOC_Os02g02740
Chr2,+,1045612,3UTR,1045297,1046483,LOC_Os02g02750
Chr2,+,1045765,3UTR,1045297,1046483,LOC_Os02g02750
Chr2,-,1047563,3UTR,1047295,1048479,LOC_Os02g02770
Chr2,-,1047668,3UTR,1047295,1048479,LOC_Os02g02770
Chr2,-,1050876,3UTR,1050486,1051120,LOC_Os02g02780
Chr2,-,1051010,3UTR,1050486,1051120,LOC_Os02g02780
Chr2,+,1066178,3UTR,1066070,1066513,LOC_Os02g02790
Chr2,+,1069025,3UTR,1068846,1069748,LOC_Os02g02800
Chr2,-,1068995,3UTR,1068717,1069487,LOC_Os02g02810
Chr2,-,1073627,3UTR,1073251,1073789,LOC_Os02g02820
Chr2,+,1079632,3UTR,1079372,1079952,LOC_Os02g02830
Chr2,-,1080264,3UTR,1080213,1080922,LOC_Os02g02840
Chr2,-,1080559,3UTR,1080213,1080922,LOC_Os02g02840
Chr2,-,1086052,3UTR,1085858,1086749,LOC_Os02g02850
Chr2,-,1086190,3UTR,1085858,1086749,LOC_Os02g02850
Chr2,-,1086324,3UTR,1085858,1086749,LOC_Os02g02850
Chr2,-,1086492,3UTR,1085858,1086749,LOC_Os02g02850
Chr2,-,1086652,3UTR,1085858,1086749,LOC_Os02g02850
Chr2,-,1090500,3UTR,1090012,1090652,LOC_Os02g02860
Chr2,-,1103077,3UTR,1102665,1103460,LOC_Os02g02870
Chr2,-,1106260,3UTR,1105942,1106857,LOC_Os02g02880
Chr2,-,1106470,3UTR,1105942,1106857,LOC_Os02g02880
Chr2,-,1106596,3UTR,1105942,1106857,LOC_Os02g02880
Chr2,+,1116124,5UTR,1116059,1116159,LOC_Os02g02890
Chr2,+,1116967,3UTR,1116679,1117436,LOC_Os02g02890
Chr2,-,1123515,3UTR,1123222,1123889,LOC_Os02g02900
Chr2,-,1126115,3UTR,1125721,1126272,LOC_Os02g02910
Chr2,+,1139116,3UTR,1138946,1139662,LOC_Os02g02920
Chr2,+,1139240,3UTR,1138946,1139662,LOC_Os02g02920
Chr2,+,1151142,3UTR,1150856,1151442,LOC_Os02g02930
Chr2,+,1153683,intron,1153061,1153739,LOC_Os02g02940
Chr2,+,1154271,3UTR,1154066,1154592,LOC_Os02g02940
Chr2,+,1154352,3UTR,1154066,1154592,LOC_Os02g02940
Chr2,+,1156586,3UTR,1156570,1157339,LOC_Os02g02950
Chr2,+,1156856,3UTR,1156570,1157339,LOC_Os02g02950
Chr2,-,1158994,3UTR,1158585,1159230,LOC_Os02g02960
Chr2,+,1165093,3UTR,1165063,1165710,LOC_Os02g02970
Chr2,+,1165261,3UTR,1165063,1165710,LOC_Os02g02970
Chr2,-,1166080,3UTR,1165807,1166682,LOC_Os02g02980
Chr2,-,1166190,3UTR,1165807,1166682,LOC_Os02g02980
Chr2,-,1166267,3UTR,1165807,1166682,LOC_Os02g02980
Chr2,-,1173762,3UTR,1173576,1174223,LOC_Os02g02990
Chr2,-,1173926,3UTR,1173576,1174223,LOC_Os02g02990
Chr2,-,1174087,3UTR,1173576,1174223,LOC_Os02g02990
Chr2,-,1178890,3UTR,1178539,1179094,LOC_Os02g03000
Chr2,-,1178924,3UTR,1178539,1179094,LOC_Os02g03000
Chr2,-,1184891,3UTR,1184604,1185309,LOC_Os02g03010
Chr2,-,1185145,3UTR,1184604,1185309,LOC_Os02g03010
Chr2,-,1185236,3UTR,1184604,1185309,LOC_Os02g03010
Chr2,-,1187239,3UTR,1186787,1187407,LOC_Os02g03020
Chr2,+,1192636,3UTR,1192462,1193109,LOC_Os02g03030
Chr2,-,1193468,3UTR,1193066,1193695,LOC_Os02g03040
Chr2,-,1198100,3UTR,1197796,1198737,LOC_Os02g03050
Chr2,+,1210986,3UTR,1210885,1211526,LOC_Os02g03060
Chr2,+,1211089,3UTR,1210885,1211526,LOC_Os02g03060
Chr2,+,1217761,3UTR,1217599,1218360,LOC_Os02g03070
Chr2,+,1217983,3UTR,1217599,1218360,LOC_Os02g03070
Chr2,-,1223200,3UTR,1222911,1223429,LOC_Os02g03090
Chr2,-,1223667,intron,1223505,1223899,LOC_Os02g03090
Chr2,-,1225598,CDS,1225224,1226826,LOC_Os02g03090
Chr2,-,1227391,3UTR,1227008,1227572,LOC_Os02g03100
Chr2,-,1231183,3UTR,1230720,1231443,LOC_Os02g03110
Chr2,+,1240161,3UTR,1240048,1240503,LOC_Os02g03120
Chr2,+,1247531,3UTR,1247287,1247934,LOC_Os02g03130
Chr2,-,1273205,3UTR,1272923,1273312,LOC_Os02g03210
Chr2,+,1288181,3UTR,1287859,1288482,LOC_Os02g03220
Chr2,-,1288905,3UTR,1288671,1289441,LOC_Os02g03230
Chr2,-,1289078,3UTR,1288671,1289441,LOC_Os02g03230
Chr2,+,1304318,3UTR,1303794,1304624,LOC_Os02g03250
Chr2,-,1304901,3UTR,1304520,1305108,LOC_Os02g03260
Chr2,+,1318840,3UTR,1318612,1319331,LOC_Os02g03270
Chr2,+,1318888,3UTR,1318612,1319331,LOC_Os02g03270
Chr2,+,1327002,5UTR,1326922,1327070,LOC_Os02g03280
Chr2,+,1327248,intron,1327188,1328059,LOC_Os02g03280
Chr2,+,1330265,3UTR,1330013,1330616,LOC_Os02g03280
Chr2,+,1333383,3UTR,1333194,1333720,LOC_Os02g03294
Chr2,+,1338959,3UTR,1338611,1339258,LOC_Os02g03310
Chr2,+,1344222,3UTR,1343990,1344590,LOC_Os02g03320
Chr2,+,1346943,3UTR,1346753,1347327,LOC_Os02g03330
Chr2,-,1347135,3UTR,1346832,1347445,LOC_Os02g03340
Chr2,-,1347555,intron,1347446,1347810,LOC_Os02g03340
Chr2,-,1347614,intron,1347446,1347810,LOC_Os02g03340
Chr2,+,1363664,3UTR,1363446,1363999,LOC_Os02g03360
Chr2,+,1369127,3UTR,1368943,1369339,LOC_Os02g03370
Chr2,+,1369226,3UTR,1368943,1369339,LOC_Os02g03370
Chr2,+,1373515,intron,1373412,1374012,LOC_Os02g03380
Chr2,+,1373670,intron,1373412,1374012,LOC_Os02g03380
Chr2,+,1377684,3UTR,1377603,1377991,LOC_Os02g03390
Chr2,-,1379247,3UTR,1378950,1379447,LOC_Os02g03400
Chr2,+,1394170,3UTR,1393979,1394717,LOC_Os02g03410
Chr2,+,1394277,3UTR,1393979,1394717,LOC_Os02g03410
Chr2,+,1394376,3UTR,1393979,1394717,LOC_Os02g03410
Chr2,+,1398984,3UTR,1398789,1399334,LOC_Os02g03430
Chr2,-,1399291,3UTR,1398965,1399612,LOC_Os02g03440
Chr2,+,1404522,3UTR,1404270,1404866,LOC_Os02g03450
Chr2,-,1407144,intron,1406715,1407240,LOC_Os02g03460
Chr2,-,1408597,intron,1407830,1408852,LOC_Os02g03460
Chr2,+,1415913,3UTR,1415609,1416305,LOC_Os02g03470
Chr2,+,1415977,3UTR,1415609,1416305,LOC_Os02g03470
Chr2,+,1417619,3UTR,1417441,1418020,LOC_Os02g03480
Chr2,+,1417865,3UTR,1417441,1418020,LOC_Os02g03480
Chr2,+,1420599,3UTR,1420403,1421302,LOC_Os02g03490
Chr2,+,1420849,3UTR,1420403,1421302,LOC_Os02g03490
Chr2,+,1420996,3UTR,1420403,1421302,LOC_Os02g03490
Chr2,+,1424255,3UTR,1424091,1424738,LOC_Os02g03500
Chr2,+,1424408,3UTR,1424091,1424738,LOC_Os02g03500
Chr2,+,1424471,3UTR,1424091,1424738,LOC_Os02g03500
Chr2,+,1424533,3UTR,1424091,1424738,LOC_Os02g03500
Chr2,+,1424680,3UTR,1424091,1424738,LOC_Os02g03500
Chr2,+,1428098,3UTR,1427790,1428432,LOC_Os02g03510
Chr2,+,1428370,3UTR,1427790,1428432,LOC_Os02g03510
Chr2,+,1430832,3UTR,1430604,1431172,LOC_Os02g03520
Chr2,+,1436855,3UTR,1436557,1437298,LOC_Os02g03530
Chr2,+,1436981,3UTR,1436557,1437298,LOC_Os02g03530
Chr2,-,1437440,3UTR,1437133,1437684,LOC_Os02g03540
Chr2,-,1440936,intron,1440560,1441007,LOC_Os02g03540
Chr2,+,1446207,3UTR,1446175,1447097,LOC_Os02g03550
Chr2,+,1446284,3UTR,1446175,1447097,LOC_Os02g03550
Chr2,+,1446441,3UTR,1446175,1447097,LOC_Os02g03550
Chr2,+,1446586,3UTR,1446175,1447097,LOC_Os02g03550
Chr2,+,1446852,3UTR,1446175,1447097,LOC_Os02g03550
Chr2,+,1449190,3UTR,1449141,1449936,LOC_Os02g03560
Chr2,+,1449263,3UTR,1449141,1449936,LOC_Os02g03560
Chr2,+,1450996,3UTR,1450767,1451296,LOC_Os02g03570
Chr2,+,1456352,3UTR,1456025,1456675,LOC_Os02g03575
Chr2,+,1456455,3UTR,1456025,1456675,LOC_Os02g03575
Chr2,+,1459675,intron,1459635,1459709,LOC_Os02g03580
Chr2,+,1461397,3UTR,1461240,1461749,LOC_Os02g03580
Chr2,-,1461551,3UTR,1461244,1462227,LOC_Os02g03590
Chr2,-,1468869,3UTR,1468677,1469294,LOC_Os02g03600
Chr2,-,1468991,3UTR,1468677,1469294,LOC_Os02g03600
Chr2,+,1480251,3UTR,1479881,1480587,LOC_Os02g03610
Chr2,-,1481269,3UTR,1480933,1481510,LOC_Os02g03620
Chr2,-,1484888,intron,1483765,1484978,LOC_Os02g03620
Chr2,+,1523287,3UTR,1523012,1523479,LOC_Os02g03650
Chr2,-,1532448,3UTR,1531354,1532647,LOC_Os02g03670
Chr2,-,1533641,intron,1533477,1533781,LOC_Os02g03670
Chr2,+,1547342,intron,1546588,1547973,LOC_Os02g03690
Chr2,-,1550645,3UTR,1550373,1552808,LOC_Os02g03700
Chr2,-,1550782,3UTR,1550373,1552808,LOC_Os02g03700
Chr2,-,1550907,3UTR,1550373,1552808,LOC_Os02g03700
Chr2,-,1551474,3UTR,1550373,1552808,LOC_Os02g03700
Chr2,-,1551642,3UTR,1550373,1552808,LOC_Os02g03700
Chr2,-,1551808,3UTR,1550373,1552808,LOC_Os02g03700
Chr2,-,1552766,3UTR,1550373,1552808,LOC_Os02g03700
Chr2,-,1558506,3UTR,1558179,1558739,LOC_Os02g03710
Chr2,+,1563328,3UTR,1563001,1563643,LOC_Os02g03720
Chr2,-,1563489,3UTR,1563093,1563804,LOC_Os02g03730
Chr2,-,1566158,3UTR,1565787,1566395,LOC_Os02g03740
Chr2,-,1570030,3UTR,1569782,1570394,LOC_Os02g03750
Chr2,-,1570281,3UTR,1569782,1570394,LOC_Os02g03750
Chr2,-,1575424,3UTR,1575131,1576210,LOC_Os02g03760
Chr2,-,1575899,3UTR,1575131,1576210,LOC_Os02g03760
Chr2,+,1595733,intron,1595499,1596620,LOC_Os02g03790
Chr2,+,1599138,3UTR,1598807,1599627,LOC_Os02g03790
Chr2,+,1599221,3UTR,1598807,1599627,LOC_Os02g03790
Chr2,+,1601426,3UTR,1601289,1601722,LOC_Os02g03800
Chr2,+,1601533,3UTR,1601289,1601722,LOC_Os02g03800
Chr2,+,1606930,3UTR,1606835,1607512,LOC_Os02g03820
Chr2,+,1607212,3UTR,1606835,1607512,LOC_Os02g03820
Chr2,-,1610894,3UTR,1610586,1611134,LOC_Os02g03830
Chr2,+,1625356,CDS,1625040,1625498,LOC_Os02g03840
Chr2,+,1625703,CDS,1625603,1625887,LOC_Os02g03840
Chr2,+,1629801,CDS,1627801,1629864,LOC_Os02g03840
Chr2,+,1630156,3UTR,1629865,1630469,LOC_Os02g03840
Chr2,-,1632018,3UTR,1631671,1632424,LOC_Os02g03850
Chr2,-,1633044,intron,1632959,1633208,LOC_Os02g03850
Chr2,+,1641624,3UTR,1641455,1642159,LOC_Os02g03860
Chr2,-,1644042,3UTR,1643666,1644279,LOC_Os02g03870
Chr2,+,1651259,3UTR,1651073,1651720,LOC_Os02g03880
Chr2,+,1651464,3UTR,1651073,1651720,LOC_Os02g03880
Chr2,-,1652105,3UTR,1651774,1652355,LOC_Os02g03890
Chr2,-,1658575,3UTR,1658276,1658756,LOC_Os02g03900
Chr2,-,1658645,3UTR,1658276,1658756,LOC_Os02g03900
Chr2,-,1667459,3UTR,1667444,1667837,LOC_Os02g03930
Chr2,-,1672930,3UTR,1672628,1673192,LOC_Os02g03940
Chr2,+,1688423,intron,1688247,1688951,LOC_Os02g03950
Chr2,+,1689439,3UTR,1688952,1689738,LOC_Os02g03950
Chr2,-,1695602,3UTR,1695154,1695901,LOC_Os02g03960
Chr2,-,1708651,3UTR,1708615,1709671,LOC_Os02g03970
Chr2,-,1708798,3UTR,1708615,1709671,LOC_Os02g03970
Chr2,-,1708870,3UTR,1708615,1709671,LOC_Os02g03970
Chr2,-,1708971,3UTR,1708615,1709671,LOC_Os02g03970
Chr2,-,1709103,3UTR,1708615,1709671,LOC_Os02g03970
Chr2,-,1710116,intron,1709753,1710276,LOC_Os02g03970
Chr2,-,1734004,3UTR,1733694,1734446,LOC_Os02g04010
Chr2,-,1734289,3UTR,1733694,1734446,LOC_Os02g04010
Chr2,-,1736200,5UTR,1735941,1737120,LOC_Os02g04010
Chr2,-,1736672,5UTR,1735941,1737120,LOC_Os02g04010
Chr2,-,1736918,5UTR,1735941,1737120,LOC_Os02g04010
Chr2,+,1748202,3UTR,1748005,1748516,LOC_Os02g04020
Chr2,-,1748546,3UTR,1748159,1748794,LOC_Os02g04030
Chr2,-,1754550,3UTR,1754246,1754860,LOC_Os02g04040
Chr2,-,1757670,CDS,1757664,1757771,LOC_Os02g04040
Chr2,-,1761039,CDS,1761018,1761139,LOC_Os02g04050
Chr2,+,1788055,3UTR,1787857,1788387,LOC_Os02g04100
Chr2,+,1792334,3UTR,1792183,1792898,LOC_Os02g04110
Chr2,+,1792542,3UTR,1792183,1792898,LOC_Os02g04110
Chr2,+,1792599,3UTR,1792183,1792898,LOC_Os02g04110
Chr2,+,1797035,3UTR,1796927,1797889,LOC_Os02g04120
Chr2,+,1797117,3UTR,1796927,1797889,LOC_Os02g04120
Chr2,-,1799748,3UTR,1799433,1799938,LOC_Os02g04130
Chr2,-,1816393,3UTR,1815990,1816790,LOC_Os02g04160
Chr2,-,1816528,3UTR,1815990,1816790,LOC_Os02g04160
Chr2,+,1826393,3UTR,1826005,1826694,LOC_Os02g04170
Chr2,-,1826719,3UTR,1826415,1826949,LOC_Os02g04180
Chr2,-,1837873,3UTR,1837568,1838027,LOC_Os02g04190
Chr2,+,1848872,3UTR,1848562,1849184,LOC_Os02g04210
Chr2,+,1850438,3UTR,1850174,1850821,LOC_Os02g04220
Chr2,-,1850955,3UTR,1850654,1851337,LOC_Os02g04230
Chr2,-,1860000,3UTR,1859694,1860409,LOC_Os02g04240
Chr2,-,1860047,3UTR,1859694,1860409,LOC_Os02g04240
Chr2,+,1874632,3UTR,1874505,1875215,LOC_Os02g04250
Chr2,+,1874725,3UTR,1874505,1875215,LOC_Os02g04250
Chr2,-,1879237,3UTR,1878683,1879518,LOC_Os02g04260
Chr2,+,1888894,3UTR,1888722,1889256,LOC_Os02g04270
Chr2,+,1905037,3UTR,1904787,1905436,LOC_Os02g04320
Chr2,+,1905251,3UTR,1904787,1905436,LOC_Os02g04320
